SYMBOL,NAME OF COMPANY,TICKER
MIF-FL-G,SBI CREDIT RISK FUND - REGULAR PLAN - GROWTH,INF200K01685
MIF-FL-DP,SBI Credit Risk Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01693
LD080B,SBI CREDIT RISK FUND - DIRECT PLAN -GROWTH,INF200K01SV4
MSF-EBF-G,SBI FOCUSED EQUITY FUND - REGULAR PLAN -GROWTH,INF200K01370
MSF-EBF-DP,SBI Focused Equity Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01388
SBIFEFD81G,SBI FOCUSED EQUITY FUND - DIRECT PLAN -GROWTH,INF200K01RJ1
MMIP-M-DP,SBI Conservative Hybrid Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01867
MMIP-Q-DP,SBI Conservative Hybrid Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01883
MMIP-A-DP,SBI Conservative Hybrid Fund - Regular Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01909
MMIP-G,SBI Conservative Hybrid Fund - Regular Plan - Growth,INF200K01859
SBIMICF,SBI MAGNUM ULTRA SHORT DURATION FUND - REGULAR PLAN - GROWTH,INF200K01LJ4
LD086G,SBI MAGNUM ULTRA SHORT DURATION FUND - DIRECT PLAN - GROWTH,INF200K01TF5
MIDCAP-G,SBI Magnum MIDCAP FUND - REGULAR PLAN - GROWTH,INF200K01560
MIDCAP-DP,SBI Magnum MidCap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01578
LD091G,SBI Magnum MIDCAP FUND - DIRECT PLAN - GROWTH,INF200K01TP4
MCOMMA-G,SBI Magnum COMMA Fund - REGULAR PLAN - Growth,INF200K01339
MCOMMA-DP,SBI Magnum Comma Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01313
MMULTI-G,SBI Flexicap Fund - REGULAR PLAN -Growth Option,INF200K01222
MMULTI-DP,SBI Flexicap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01230
SMMFDG,SBI Flexicap Fund - DIRECT PLAN - Growth Option,INF200K01UG1
MMIP-FM-DP,SBI Multi Asset Allocation Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01818
MMIP-FQ-DP,SBI Multi Asset Allocation Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01834
MMIP-F-G,SBI MULTI ASSET ALLOCATION FUND - REGULAR PLAN - GROWTH,INF200K01800
MMIP-FA-DP,SBI Multi Asset Allocation Fund - Regular Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01784
SBCF-G,SBI BLUE CHIP FUND-REGULAR PLAN GROWTH,INF200K01180
SBCF-DP,SBI Blue Chip Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01164
SBIBCDG,SBI BLUE CHIP FUND-DIRECT PLAN -GROWTH,INF200K01QX4
SAOF-G,SBI Arbitrage Opportunities Fund - Regular Plan - Gr,INF200K01156
SAOF-DP,SBI Arbitrage Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01131
LD114G,SBI Arbitrage Opportunities Fund - Direct Plan - Gr,INF200K01QU0
SBIIF144DP,SBI Infrastructure Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01CU0
SBIIF144G,SBI INFRASTRUCTURE FUND -  REGULAR PLAN - GROWTH,INF200K01CT2
SBIIFD144P,SBI Infrastructure Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01RQ6
SBIIFD144G,SBI INFRASTRUCTURE FUND -  DIRECT PLAN - GROWTH,INF200K01RS2
SBISHFURGR,SBI MAGNUM LOW DURATION FUND - REGULAR PLAN - GROWTH,INF200K01MO2
SBISHURMDP,SBI Magnum Low Duration Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01MP9
SBISHFUIGR,SBI Short Horizon Debt Fund - Ultra Short Term Fund - Institutional Plan - Growth,INF200K01MG8
SBILDDG,SBI MAGNUM LOW DURATION FUND - DIRECT PLAN - GROWTH,INF200K01VM7
SBISHDFRGR,SBI SHORT HORIZON DEBT FUND-SHORT TERM FUND - RETAIL - GROWTH,INF200K01IG6
SBISTDG,SBI SHORT TERM DEBT FUND - DIRECT PLAN -GROWTH,INF200K01VE4
SBISHDFIGR,SBI SHORT TERM DEBT FUND - REGULAR PLAN -GROWTH,INF200K01HZ8
SBISHFIMDP,SBI Short Term Debt Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01HV7
UNVDG,Union Value Fund - Regular Plan - Growth Option,INF582M01EO6
UNVDP,Union Value Fund - Regular Plan - IDCW Option,INF582M01EQ1
UNVDGD,Union Value Fund - Direct Plan - Growth Option,INF582M01EK4
N1GPGL0,Motilal Oswal Nasdaq 100 Fund of Fund- Regular Plan Growth,INF247L01700
N1GD,Motilal Oswal Nasdaq 100 Fund of Fund- Direct Plan Growth,INF247L01718
IBMDBG1,Groww Dynamic Bond Fund (formerly known as Indiabulls Dynamic Bond Fund) - Direct Plan - Growth option,INF666M01EK5
IBMFEHG1,Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund) - Direct Plan - Growth option,INF666M01FA3
IBMFEHGP,Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund) - Regular Plan - Growth option,INF666M01FJ4
SCDDDBAF,BANK OF INDIA Small Cap Fund Direct Plan IDCW,INF761K01EO0
SCRDD,BANK OF INDIA Small Cap Fund Regular Plan IDCW,INF761K01EQ5
SCRGG,BANK OF INDIA Small Cap Fund Regular Plan Growth,INF761K01ER3
SCDGGBAF,BANK OF INDIA Small Cap Fund Direct Plan Growth,INF761K01EP7
MAFESD1,Mirae Asset Equity Savings Fund- Direct Plan- Growth,INF769K01EK1
MAFESD2,Mirae Asset Equity Savings Fund Direct IDCW,INF769K01EJ3
MIRAEESRG,Mirae Asset Equity Savings Fund- Regular Plan- Growth,INF769K01EI5
MIRAEESRD,Mirae Asset Equity Savings Fund Regular IDCW,INF769K01EH7
TAFB,Tata Arbitrage Fund-Regular Plan-Growth,INF277K015Q7
TAFD,Tata Arbitrage Fund-Direct Plan-Growth,INF277K017Q3
TAFC,TATA Arbitrage Fund Direct Plan - Monthly Reinvestment of Income Distribution cum capital withdrawal option,INF277K019Q9
TAFA,TATA Arbitrage Fund Regular Plan - Monthly Reinvestment of Income Distribution cum capital withdrawal option ,INF277K010R6
SLTEF105D,Shriram ELSS Tax Saver Fund - Direct Growth,INF680P01158
SLTEF105,Shriram ELSS Tax Saver Fund - Regular Growth,INF680P01133
SLTEF106,Shriram ELSS Tax Saver Fund - Regular-IDCW,INF680P01141
AFG1G,LIC MF Arbitrage Fund-Direct Plan-Growth,INF767K01PP0
AFGPG,LIC MF Arbitrage Fund-Regular Plan-Growth,INF767K01PL9
IPRU3251,ICICI Prudential India Opportunities Fund - Cumulative Option,INF109KC1RE6
IPRU9453D,ICICI Prudential India Opportunities Fund - Direct Plan - Cumulative Option,INF109KC1RH9
IPRU9454E,ICICI Prudential India Opportunities Fund - Direct Plan - IDCW Option,INF109KC1RI7
IPRU3252B,ICICI Prudential India Opportunities Fund - IDCW Option,INF109KC1RF3
SDGPG,LIC MF Short Duration Fund-Regular Plan-Growth,INF767K01PT2
SDG1G,LIC MF Short Duration Fund-Direct Plan-Growth,INF767K01PW6
STBWD,LIC MF Short Duration Fund-Regular Plan-Weekly IDCW,INF397L01430
TBAFB,Tata Balanced Advantage Fund-Regular Plan-Growth,INF277K010S4
TBAFC,TATA Balanced Advantage Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,INF277K015S3
TBAFA,TATA Balanced Advantage Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option,INF277K012S0
TBAFD,Tata Balanced Advantage Fund-Direct Plan-Growth,INF277K013S8
TUSTFD,TATA Ultra Short Term Fund Direct Plan - Weekly Reinvestment of Income Distribution cum capital withdrawal option   ,INF277K015T1
TUSTFC,Tata Ultra Short Term Fund-Regular Plan-Growth,INF277K016S1
TUSTFF,Tata Ultra Short Term Fund-Direct Plan-Growth,INF277K011T0
CRSCGP,CANARA ROBECO SMALL CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01JF9
CRSCDP,CANARA ROBECO SMALL CAP FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),INF760K01JG7
CRSCDG,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,INF760K01JC6
CRSCDD,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),INF760K01JD4
EMFSCFRGGR,Edelweiss Small Cap Fund - Regular Plan - Growth,INF754K01JJ4
EMFSCFRGDP,Edelweiss Small Cap Fund - Regular Plan - IDCW Option,INF754K01JK2
EMFSCFDRGP,Edelweiss Small Cap Fund - Direct Plan - Growth,INF754K01JN6
EMFSCFDRDP,Edelweiss Small Cap Fund - Direct Plan - IDCW Option,INF754K01JO4
SCBF566G,SBI Corporate Bond Fund - Direct Plan - Growth,INF200KA1YR4
SCBF566DP,SBI Corporate Bond Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1YU8
SCBF566QP,SBI Corporate Bond Fund - Regular Plan - Growth,INF200KA1YM5
SCBFD566P,SBI Corporate Bond Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1YN3
SCBF566QP,SBI Corporate Bond Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1YP8
SCBFD566G,SBI Corporate Bond Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1YS2
UNAFG,Union Arbitrage Fund - Regular Plan - Growth Option,INF582M01EW9
UNAFGD,Union Arbitrage Fund - Direct Plan - Growth Option,INF582M01ES7
DSPNFDGR,DSP Nifty 50 Index Fund - Direct Plan - Growth,INF740KA1MM7
DSPNFDDP,DSP Nifty 50 Index Fund - Direct Plan - IDCW,INF740KA1MN5
DSPNFRGR,DSP Nifty 50 Index Fund - Regular Plan - Growth,INF740KA1MJ3
DSPNNFRGR,DSP Nifty Next 50 Index Fund - Regular Plan - Growth,INF740KA1MD6
DSPNNFDGR,DSP Nifty Next 50 Index Fund - Direct Plan - Growth,INF740KA1MG9
DSPNNFDDP,DSP Nifty Next 50 Index Fund - Direct Plan - IDCW,INF740KA1MH7
41Y,ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA DIRECT GROWTH,INF209KB1E84
41B,ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA REGULAR GROWTH,INF209KB1E76
IMFESFRGGP,Invesco India Equity Savings Fund - Regular Plan - Growth,INF205KA1023
IMFESFDRGP,Invesco India Equity Savings Fund - Direct Plan - Growth,INF205KA1049
RMFRJAGGR,Nippon India Nifty Next 50 Junior BeES FoF - Direct Plan - Growth Plan - Growth Option,INF204KB1X25
RMFRJGR,Nippon India Nifty Next 50 Junior BeES FoF - Growth Plan - Growth Option,INF204KB1W91
RMFRJAMDR,NIPPON INDIA NIFTY NEXT 50 JUNIOR BEES FOF - DIRECT Plan - IDCW Option,INF204KB1X41
MPBRP,Mahindra Manulife Large Cap Fund - Regular Plan - IDCW,INF174V01713
MPBDG,Mahindra Manulife Large Cap Fund - Direct Plan -Growth,INF174V01721
MPBRG,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697
B55A,Aditya Birla Sun Life Retirement Fund-The 30s Plan-Regular - Payout of IDCW,INF209KB1I07
B55Y,Aditya Birla Sun Life Retirement Fund-The 30s Plan-Direct Growth,INF209KB1I23
B55B,Aditya Birla Sun Life Retirement Fund-The 30s Plan-Regular Growth,INF209KB1H99
EMV575DP,SBI Equity Minimum Variance Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1A55
EMVD575G,SBI Equity Minimum Variance Fund - Direct Plan - Growth,INF200KA1A71
EMV575G,SBI Equity Minimum Variance Fund - Regular Plan - Growth,INF200KA1A48
OLMED,HSBC Large & Mid Cap Fund - Regular IDCW,INF336L01NZ6
OHLEDP,HSBC Large & Mid Cap Fund - Direct IDCW,INF336L01NW3
OLMEG,HSBC Large & Mid Cap Fund - Regular Growth,INF336L01NY9
OHLEG,HSBC Large & Mid Cap Fund - Direct Growth,INF336L01NV5
B56A,Aditya Birla Sun Life Retirement Fund-The 40s Plan-Regular - Payout of IDCW,INF209KB1I64
B56B,Aditya Birla Sun Life Retirement Fund-The 40s Plan-Regular Plan-Growth,INF209KB1I56
B56Y,Aditya Birla Sun Life Retirement Fund-The 40s Plan-Direct Plan-Growth,INF209KB1I80
B57B,Aditya Birla Sun Life Retirement Fund-The 50s Plan-Regular Plan-Growth,INF209KB1J14
B57Y,Aditya Birla Sun Life Retirement Fund-The 50s Plan-Direct Plan-Growth,INF209KB1J48
B58B,Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan-Regular Plan-Growth,INF209KB1J71
B58Y,Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan-Direct Plan-Growth,INF209KB1K03
IPRU9552,ICICI Prudential Bharat Consumption Fund - Direct Plan - IDCW Option,INF109KC1YF9
IPRU3349,ICICI Prudential Bharat Consumption Fund - Growth Option,INF109KC1YA0
IPRU9551,ICICI Prudential Bharat Consumption Fund - Direct Plan - Growth Option,INF109KC1YD4
IPRU3350,ICICI Prudential Bharat Consumption Fund - IDCW Option,INF109KC1YC6
ITIDPGM,ITI Multi Cap Fund - Direct Plan - Growth Option,INF00XX01168
ITIRPGM,ITI Multi Cap Fund - Regular Plan - Growth Option,INF00XX01135
ITIRPDPM,ITI Multi Cap Fund - Regular Plan - IDCW Option,INF00XX01143
MIRAEFFD1,Mirae Asset Focused Fund Direct Plan Growth,INF769K01EU0
MIRAEFFRG,Mirae Asset Focused Fund Regular Plan Growth,INF769K01ES4
MIRAEFFRD,Mirae Asset Focused Fund Regular IDCW,INF769K01ER6
MIRAEFFD2,Mirae Asset Focused Fund Direct IDCW,INF769K01ET2
KTAKFLRGR,KOTAK FLOATING RATE FUND-REGULAR PLAN-GROWTH OPTION,INF174KA1DY6
KTKFLRDRMD,KOTAK FLOATING RATE FUND-DIRECT PLAN-Standard Reinvestment of Income Distribution cum capital withdrawal option,INF174KA1EF3
KTKFLRGRD,KOTAK FLOATING RATE FUND-DIRECT PLAN-GROWTH OPTION,INF174KA1EC0
DSPQFRGR,DSP Quant Fund - Regular Plan - Growth,INF740KA1NN3
DSPQFDDP,DSP Quant Fund - Direct Plan - IDCW,INF740KA1NR4
DSPQFRDP,DSP Quant Fund - Regular Plan - IDCW,INF740KA1NO1
DSPQFDGR,DSP Quant Fund - Direct Plan - Growth,INF740KA1NQ6
US1001,WhiteOak Capital Ultra Short Duration Fund- Regular plan-Growth Option,INF03VN01282
US1009,WhiteOak Capital Ultra Short Duration Fund- Direct plan-Growth Option,INF03VN01209
IPRU3392,ICICI Prudential MNC Fund - Growth Option,INF109KC1D69
IPRU9594,ICICI Prudential MNC Fund - Direct Plan - Growth Option,INF109KC1D93
IPRU9335,ICICI Prudential MNC Fund - Direct Plan - IDCW Option,INF109KC1E01
IPRU3133,ICICI Prudential MNC Fund - IDCW Option,INF109KC1D77
QMF1,QUANTUM ESG BEST IN CLASS STRATEGY FUND - REGULAR PLAN - GROWTH OPTION,INF082J01390
QMF,QUANTUM ESG BEST IN CLASS STRATEGY FUND - DIRECT PLAN - GROWTH OPTION,INF082J01382
SBAF108P,Shriram Balanced Advantage Fund - Regular-IDCW,INF680P01182
SBAF107,Shriram Balanced Advantage Fund - Regular Growth,INF680P01174
SBAF107D,Shriram Balanced Advantage Fund - Direct Growth,INF680P01208
B60B,Aditya Birla Sun Life Pharma and Healthcare Fund-Regular-Growth,INF209KB1N91
B60A,Aditya Birla Sun Life Pharma and Healthcare Fund-Regular - Payout of IDCW,INF209KB1O09
B60Y,Aditya Birla Sun Life Pharma and Healthcare Fund-Direct-Growth,INF209KB1O25
B60X,Aditya Birla Sun Life Pharma and Healthcare Fund-Direct - Payout of IDCW,INF209KB1O33
MIRAEMCD1,Mirae Asset Midcap Fund- Direct Growth Option,INF769K01FA9
MIRAEMCD2,Mirae Asset Midcap Fund Direct IDCW,INF769K01EZ9
MIRAEMCRG,Mirae Asset Midcap Fund - Regular Plan-Growth Option,INF769K01EY2
MIRAEMCRD,Mirae Asset Midcap Fund Regular IDCW,INF769K01EX4
MMMHEDG,Mahindra Manulife Aggressive Hybrid Fund - Direct Plan -Growth,INF174V01788
MMMHERG,Mahindra Manulife Aggressive Hybrid Fund - Regular Plan - Growth,INF174V01754
MMMHERP,Mahindra Manulife Aggressive Hybrid Fund - Regular Plan - IDCW,INF174V01770
KTKFEFD,Kotak Focused Equity Fund- Regular Plan-Income Distribution cum capital withdrawal option,INF174KA1EM9
K485D,Kotak Focused equity Fund- Direct Plan- Growth option,INF174KA1EN7
K486D,Kotak Focused Equity Fund-Direct Plan- Income Distribution cum capital withdrawal option,INF174KA1EP2
KTKFEFG,Kotak Focused Equity Fund- Regular plan   Growth Option,INF174KA1EK3
PPTSFG,Parag Parikh ELSS Tax Saver Fund- Direct Growth,INF879O01100
PPTSFGZ,Parag Parikh ELSS Tax Saver Fund- Regular Growth,INF879O01092
UNFFGR,Union Focused Fund - Regular Plan - Growth Option,INF582M01FW6
UNFFGRD,Union Focused Fund - Direct Plan - Growth Option,INF582M01FS4
UNFFDP,Union Focused Fund - Regular Plan - IDCW Option,INF582M01FY2
BPMFESGP,Baroda BNP Paribas Equity Savings Fund - Regular Plan - Growth,INF955L01II9
BPMFESD2,Baroda BNP Paribas Equity Savings Fund - Direct Plan - Growth,INF955L01IL3
BPMFESD1,Baroda BNP Paribas Equity Savings Fund - Direct Plan - IDCW,INF955L01IN9
ITIDPG3,ITI ELSS Tax Saver Fund - Direct Plan - Growth Option,INF00XX01390
ITIRPDP2,ITI ELSS Tax Saver Fund - Regular Plan - IDCW Option,INF00XX01382
ITIRPG1,ITI ELSS Tax Saver Fund - Regular Plan - Growth Option,INF00XX01374
ITIDPGA,ITI Arbitrage Fund - Direct Plan - Growth Option,INF00XX01440
ITIRPGA,ITI Arbitrage Fund - Regular Plan - Growth Option,INF00XX01416
MOFBIGP,Motilal Oswal Nifty Bank Index - Regular Plan,INF247L01882
MOFBIGD,Motilal Oswal Nifty Bank Index Fund - Direct Plan,INF247L01890
MOFMIGP,Motilal Oswal Nifty Midcap 150 Index Fund - Regular Plan,INF247L01908
MOFMIGD,Motilal Oswal Nifty Midcap 150 Index Fund - Direct Plan,INF247L01916
MOFSIGD,Motilal Oswal Nifty Smallcap 250 Index Fund- Direct Plan,INF247L01932
MOFSIGP,Motilal Oswal Nifty Smallcap 250 Index - Regular Plan,INF247L01924
MOFNTGD,Motilal Oswal Nifty 500 Index Fund - Direct Plan,INF247L01957
MOFNTGP,Motilal Oswal Nifty 500 Index Fund - Regular Plan,INF247L01940
TBPSUFB,Tata Banking & PSU Debt Fund-Regular Plan-Growth,INF277K011X2
TBPSUFD,Tata Banking & PSU Debt Fund-Direct Plan-Growth,INF277K015X3
IPRU3396,ICICI Prudential Global Advantage Fund (FOF) - Growth Option,INF109KC1F00
IPRU9598,ICICI Prudential Global Advantage Fund (FOF) - Direct Plan - Growth Option,INF109KC1F34
IPRU3398,ICICI Prudential Commodities Fund - Growth Option,INF109KC1F67
IPRU9600,ICICI Prudential Commodities Fund - Direct Plan - Growth Option,INF109KC1F91
IPRU3399,ICICI Prudential Commodities Fund - IDCW Option,INF109KC1F75
IPRU9601,ICICI Prudential Commodities Fund - Direct Plan - IDCW Option,INF109KC1G09
AXISNIGPG,Axis Nifty 100 Index Fund - Regular Plan - Growth Option,INF846K01S52
AXISNIDGG,Axis Nifty 100 Index Fund - Direct Plan - Growth Option,INF846K01S29
AXISNIDPD,Axis Nifty 100 Index Fund - Regular Plan - IDCW,INF846K01S60
AXISNID1D,Axis Nifty 100 Index Fund - Direct Plan - IDCW,INF846K01S37
MOFLMGP,Motilal Oswal Large and Midcap Fund - Regular Plan Growth,INF247L01965
MOFLMDP,Motilal Oswal Large and Midcap Fund Regular - IDCW Payout/Reinvestment,INF247L01981
MOFLMGD,Motilal Oswal Large and Midcap Fund - Direct Plan Growth,INF247L01999
MOFLMPD,Motilal Oswal Large and Midcap Fund Direct - IDCW Payout/Reinvestment,INF247L01AB3
KTKPFG,Kotak Pioneer Fund- Regular Plan- Growth Option,INF174KA1EW8
K488D,Kotak Pioneer Fund-Direct Plan-Reinvestment of Income Distribution cum capital withdrawal option,INF174KA1EX6
K487D,Kotak Pioneer Fund- Direct Plan- Growth Option,INF174KA1EZ1
KTKPFD,Kotak Pioneer Fund- Regular Plan- Reinvestment of Income Distribution cum capital withdrawal option,INF174KA1EU2
MMMUSDG,Mahindra Manulife Ultra Short Duration Fund - Direct Plan -Growth,INF174V01887
MMMUSRG,Mahindra Manulife Ultra Short Duration Fund - Regular Plan - Growth,INF174V01853
UNLMG,Union Large & Midcap Fund - Regular Plan - Growth Option,INF582M01GD4
UNLMRDP,Union Large & Midcap Fund - Regular Plan - IDCW Option,INF582M01GG7
UNLMDG,Union Large & Midcap Fund - Direct Plan - Growth Option,INF582M01GA0
TFEFADR,TATA Focused Equity Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,INF277K011Y0
TFEFD,Tata Focused Equity Fund-Direct Plan-Growth,INF277K017X9
TFEFCDR,TATA Focused Equity Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,INF277K018X7
TFEFB,Tata Focused Equity Fund-Regular Plan-Growth,INF277K010Y2
USDDRR,LIC MF Ultra Short Duration Fund-Regular Plan-Daily IDCW,INF767K01QJ1
USMDDR,LIC MF Ultra Short Duration Fund-Regular Plan-Monthly IDCW,INF767K01QN3
USGPGG,LIC MF Ultra Short Duration Fund-Regular Plan-Growth,INF767K01QO1
USD1R,LIC MF Ultra Short Duration Fund-Direct Plan-Daily IDCW,INF767K01QP8
USG1G,LIC MF Ultra Short Duration Fund-Direct Plan-Growth,INF767K01QU8
ITIDPG1GB,ITI Balanced Advantage Fund - Direct Plan - Growth Option,INF00XX01689
ITIRPDPB,ITI Balanced Advantage Fund - Regular Plan - IDCW Option,INF00XX01663
ITIRPGB,ITI Balanced Advantage Fund - Regular Plan - Growth Option,INF00XX01655
MOFNIGD,Motilal Oswal Nifty 50 Index Fund - Direct plan - Growth,INF247L01AE7
MOFNIGP,Motilal Oswal Nifty 50 Index Fund - Regular plan - Growth,INF247L01AF4
MOFNNGD,Motilal Oswal Nifty Next 50 Index Fund - Direct plan - Growth,INF247L01AC1
MOFNNGP,Motilal Oswal Nifty Next 50 Index Fund - Regular plan - Growth,INF247L01AD9
AXISRAGPG,Axis Retirement Savings Fund - Aggressive Plan - Regular Growth,INF846K01T02
AXISRADPD,Axis Retirement Savings Fund - Aggressive Plan - Regular Plan - IDCW,INF846K01T10
AXISRADGG,Axis Retirement Savings Fund - Aggressive Plan - Direct Growth,INF846K01S86
AXISRDDGG,Axis Retirement Savings Fund - Dynamic Plan - Direct Growth,INF846K01T28
AXISRDGPG,Axis Retirement Savings Fund - Dynamic Plan - Regular Growth,INF846K01T44
AXISRDDPD,Axis Retirement Savings Fund - Dynamic Plan - Regular Plan - IDCW,INF846K01T51
AXISRCDGG,Axis Retirement Savings Fund - Conservative Plan - Direct Growth,INF846K01T69
AXISRCGPG,Axis Retirement Savings Fund - Conservative Plan - Regular Growth,INF846K01T85
MMMNYDG,Mahindra Manulife Large & Mid Cap Fund - Direct Plan -Growth,INF174V01945
MMMNYDP,Mahindra Manulife Large & Mid Cap Fund - Direct Plan - IDCW,INF174V01960
MMMNYRP,Mahindra Manulife Large & Mid Cap Fund - Regular Plan - IDCW,INF174V01937
MMMNYRG,Mahindra Manulife Large & Mid Cap Fund - Regular Plan - Growth,INF174V01911
B66Y,Aditya Birla Sun Life PSU Equity Fund-Direct Plan-Growth,INF209KB1O82
B66X,Aditya Birla Sun Life PSU Equity Fund-Direct - Payout of IDCW,INF209KB1O90
B66B,Aditya Birla Sun Life PSU Equity Fund-Regular Plan-Growth,INF209KB1O66
B66A,Aditya Birla Sun Life PSU Equity Fund-Regular - Payout of IDCW,INF209KB1O74
EMFO30RPGP,BHARAT Bond FOF - April 2030 - Regular Plan - IDCW Option,INF754K01KW5
EMFO30DRGP,Bharat Bond FOF - April 2030 - Direct Plan - Growth Option,INF754K01KY1
EMFO30RPDR,Bharat Bond FOF - April 2030 - Regular Plan - Growth Option,INF754K01KV7
EMFO30DRDP,BHARAT Bond FOF - April 2030 - Direct Plan - IDCW Option,INF754K01KZ8
TQNTFD,Tata Quant Fund-Direct Plan-Growth,INF277K013Y6
TQNTFADR,TATA Quant Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,INF277K017Y7
